item,1CM-F,2CM-F,3CM-F,4CM-F,5CM-F,6CM-M,7CM-F,8CM-F,9CM-M,10CM-F,11CM-M,12CM-F,13CM-F,14CM-F,15CM-M,16CM-M,17CM-F,18CM-F,19CM-F,20CM-F,21CM-F,22CM-M,23CM-F,24CM-M,25CM-F,26CM-F,27CM-F,28CM-M,29CM-M,30CM-M,31CM-M,32CM-M,33CM-F,34CM-F,35CM-M,36CM-M,37CM-M,38CM-F,39CM-M,1CMP-M,2CMP-F,3CMP-F,4CMP-F,5CMP-M,6CMP-M,7CMP-M,8CMP-F,9CMP-F,10CMP-F,11CMP-F,12CMP-M,1Sp-M,2Sp-M,3Sp-M,4Sp-M,5Sp-M,6Sp-M,7Sp-F,8Sp-F,9Sp-M,10Sp-F,11Sp-F,12Sp-M,13Sp-M,14Sp-F,15Sp-F,16Sp-M,17Sp-M,18Sp-M,1J-M,2J-M,1Se-M,2Se-F,3Se-F,4Se-M,5Se-M,6Se-M,7Se-F,8Se-F,9Se-M
VD2,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
VD3,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
VD4,a,a,a,a,a,,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a
VD5,a,a,a,a,a,,a,b,a,a,a,b,c,a,a,a,a,a,a,a,a,b,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,,a,a,a,,,b,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a
VD6,b,b,b,b,b,,b,a,b,d,d,b,b,b,b,b,d,d,b,a,b,b,b,b,b,b,b,b,b,c,b,c,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,c,b,b,b,b,b,b,a,b,b,c,a
VD7,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,,a,a,a,a,a
I1,b,b,a,b,b,,b,b,a,c,a,b,c,b,b,b,b,a,b,a,a,a,b,a,b,b,b,b,b,b,a,a,b,b,a,b,b,b,a,a,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,a,b,b,b,a,a,b,a,b,b,b,b,b,a,b,a,b,b,b,b,b,b,b,b,b
I2,b,b,b,b,b,,b,b,b,a,b,b,b,b,b,b,a,b,b,b,a,a,a,a,b,a,a,a,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
I3,a,a,a,a,b,,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,b,a,a,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,b,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
I4,b,b,b,b,b,,b,b,b,c,b,b,b,b,b,b,a,a,b,b,b,b,b,a,b,b,b,a,b,a,b,a,b,b,b,b,b,b,a,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
I5,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,b,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,c,b,a,b,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,b
I6,b,b,c,b,b,,b,b,b,c,a,a,b,b,,c,b,a,b,a,b,b,b,b,b,b,b,a,b,b,a,b,b,b,a,b,b,a,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
I7,b,b,b,b,b,,b,b,b,c,b,b,b,b,b,c,a,a,b,b,b,b,b,c,b,b,b,a,b,a,a,a,b,b,b,b,b,a,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b
I8,b,a,a,a,a,,a,a,a,a,a,a,b,a,a,a,b,a,a,a,a,a,a,a,a,a,b,b,c,a,b,b,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a
I9,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a
UD1,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,a,a,a,b,a,b,b,b,b,b,b,b,c,b,b,b,b,b,b,,b,b,b,a,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b
PD1,b,b,b,b,a,,b,a,b,a,b,b,c,b,a,b,a,a,a,b,b,a,b,a,b,a,a,a,b,a,a,a,b,b,a,b,b,b,a,b,b,b,b,,b,a,a,b,b,b,,a,a,b,b,a,b,b,b,b,b,a,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b
PD2,b,b,b,b,a,,b,a,b,b,b,b,c,b,a,b,b,a,a,b,b,a,a,c,b,a,b,b,b,a,a,b,b,b,a,b,b,a,b,b,b,b,b,,c,a,b,b,b,b,,b,a,b,b,a,b,b,a,a,b,b,a,b,b,b,a,b,b,b,b,b,b,,b,b,b,a,b,b
K1,a,a,c,a,c,,c,a,a,a,a,c,c,b,a,b,a,a,c,a,c,c,c,c,c,a,a,a,c,c,a,a,c,a,c,a,a,c,a,a,a,a,c,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a
K2,b,b,a,a,a,,b,a,b,a,b,b,b,b,a,a,b,b,b,a,b,a,a,c,a,b,a,a,b,a,a,a,b,b,b,a,b,a,a,b,b,b,b,,b,b,b,b,b,a,a,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
K3,a,a,a,a,a,,a,a,a,a,a,a,a,a,b,a,b,a,a,a,a,a,a,c,a,a,a,b,a,a,a,b,a,a,a,a,a,a,b,a,a,a,a,,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b
K4,b,b,b,b,c,,b,b,b,a,b,b,b,b,b,b,a,a,b,b,b,a,b,a,b,b,b,c,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b
ST1,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,e,a,a,a,a,a,a,a,a,a,a,a,e,b,a,a,a,a,a,a,f,e,a,a,a,a,,a,a,a,a,e,a,d,a,e,a,a,a,a,e,a,a,e,a,a,a,a,a,a,a,a,a,e,a,d,a,a,a,a,d,a,a
ST2,c,,e,c,c,,e,e,c,c,c,c,,c,e,b,e,e,c,c,c,c,c,a,c,c,c,c,c,e,b,e,b,c,c,e,b,e,c,c,c,c,c,,e,c,c,f,c,e,c,c,e,b,c,a,c,c,e,c,c,c,c,c,c,c,c,c,c,e,a,c,c,c,c,c,f,c,c,b
ST3,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
ST4,a,,a,a,a,,a,,a,b,b,a,a,a,a,a,,a,a,a,b,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,b,b,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
ST5,a,a,a,a,a,,a,a,a,b,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,b,a,a
ST6,b,a,b,b,b,,a,b,b,a,b,b,b,a,a,b,b,b,b,b,b,b,b,b,c,b,b,b,a,b,a,b,b,b,b,a,b,a,b,b,b,b,b,a,a,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,a,b,b,a,b,c,b,a,b,b,b,b,b
E1,a,a,a,a,a,,a,a,a,c,b,a,,a,a,a,b,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,b,b,a,a,a,a,a,,a,a,b,a,a,a,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
E2,a,a,a,a,a,,a,b,a,a,a,a,,a,a,a,b,b,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
E3,d,d,d,d,d,,d,b,d,d,d,d,,d,d,b,b,e,d,d,d,d,d,,d,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,e,d,d,d,d,d,d
E4,b,b,b,b,b,,b,a,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,b,b,e,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,b
E5,b,a,a,a,a,,b,a,a,b,b,a,b,a,a,a,b,b,b,a,a,a,b,,b,b,a,b,a,b,b,b,a,a,a,a,a,a,b,b,a,a,a,,a,a,a,a,a,b,b,a,b,a,a,a,a,b,a,,a,b,a,a,a,a,,a,a,a,a,,a,a,b,,a,a,a,a
E6,a,b,b,c,c,,a,d,,b,d,d,c,d,b,d,c,a,b,c,b,b,b,,d,d,b,d,b,a,c,d,b,d,a,b,d,c,b,d,d,d,d,,d,b,b,d,d,b,b,b,b,b,d,d,d,d,b,d,d,d,d,d,d,d,b,d,b,d,b,b,b,b,b,b,d,d,d,c
E7,c,c,c,c,c,,c,b,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
E8,c,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c,c,,c,c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,c,c,c,c,c,c,c,c
E9,b,b,c,c,c,,c,b,c,b,b,a,,b,c,c,c,a,c,b,b,,c,,c,c,a,b,c,d,c,a,b,c,d,b,c,c,,c,c,b,c,,b,a,b,c,c,a,d,b,b,b,c,c,d,d,a,d,a,c,b,c,c,b,b,c,c,b,c,b,a,c,b,c,c,b,c,a
E10,b,b,c,b,b,,b,c,b,b,a,b,,b,b,b,b,b,b,b,a,,c,,b,b,c,b,b,b,b,b,b,b,c,a,c,b,,b,b,b,b,,b,b,a,b,b,b,b,b,b,c,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,a,b,a,b,b,b,b,b,b,a
O1,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
O2,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
O3,a,a,a,a,a,,a,a,a,a,a,a,,a,a,a,b,a,a,a,a,,a,,a,a,a,b,a,a,b,a,a,a,a,a,a,b,,b,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
O4,b,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,c,a,a,a,a,a,a,a,a,a,,b,a,a,a,a,a,a,a
O5,b,b,a,a,a,,a,a,b,a,b,a,b,b,a,b,b,a,a,a,b,,b,,a,b,a,b,a,a,a,b,b,b,b,b,b,a,,a,b,b,a,,a,b,b,a,a,b,a,b,a,b,a,b,b,b,a,b,a,b,a,a,a,a,b,b,b,b,a,a,b,a,b,b,a,b,a,a
AO1,b,b,a,b,b,,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,a,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
AO2,a,b,a,a,a,,a,a,a,a,a,a,a,b,a,a,b,b,a,b,a,,a,,a,a,a,a,a,a,b,b,a,b,a,b,b,a,,a,a,b,a,,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a
AO3,b,b,b,b,b,,b,b,b,b,a,b,b,b,b,a,a,b,b,b,b,,b,,b,b,b,b,b,b,b,b,a,b,b,a,b,b,,b,b,b,b,,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b
AO4,a,b,b,b,b,,a,b,a,a,b,c,a,a,a,b,a,b,b,b,a,,a,,a,a,a,b,a,b,a,b,b,a,b,b,a,b,,a,a,a,a,,b,a,a,a,a,b,b,b,b,a,a,a,b,a,b,c,a,b,a,a,a,a,a,a,b,a,a,b,c,a,a,a,b,a,b,b
AO5,a,a,a,a,a,,a,a,a,a,a,a,,a,a,a,b,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a
AO6,a,b,b,b,b,,b,b,b,b,b,b,,b,a,b,b,a,b,b,b,,b,,b,b,b,b,b,b,b,b,b,b,b,b,a,b,,b,b,b,b,,b,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
AO7,b,b,b,b,b,,b,b,b,b,b,b,,b,b,b,a,a,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,a,b,a,b,,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,a,b,b,b,b,b,b,b,b,b,a,b,b,b,b,a,b,b,b,b
AE1,b,b,a,a,a,,a,a,b,a,a,b,b,b,a,a,b,a,a,a,b,,a,,a,a,a,a,a,b,a,a,b,a,b,a,b,b,,a,b,b,a,,a,b,b,a,a,a,,b,b,b,a,b,b,a,b,b,b,a,b,a,a,a,b,,b,b,a,b,b,a,b,b,a,b,b,a
AE2,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
AE3,c,c,c,c,c,,c,c,c,c,c,c,b,c,c,d,c,c,c,c,c,,c,,c,c,c,c,c,c,a,c,c,c,c,a,c,c,,c,c,c,c,,c,c,c,c,c,a,c,c,c,c,c,c,a,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
AE4,a,a,a,a,a,,a,a,a,b,a,a,,a,a,a,a,c,a,a,a,,a,,a,a,a,a,a,a,c,b,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b
AE5,e,a,a,e,e,,d,,e,e,c,e,a,a,e,a,a,a,e,e,e,,a,,f,e,e,e,e,a,b,e,e,a,a,b,e,e,,a,e,e,e,,e,e,a,e,e,a,f,a,e,e,e,e,e,a,e,c,e,a,e,e,e,a,e,e,b,e,e,a,e,b,e,e,e,e,e,a
AE6,b,b,a,b,b,,b,b,b,b,b,b,b,b,b,d,b,b,b,b,b,,b,,b,b,b,b,a,b,b,b,b,b,b,b,b,a,,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,d,b
AE7,b,a,b,b,b,,b,b,a,b,b,b,b,b,b,c,b,b,b,a,b,,b,,b,b,a,b,b,a,a,b,b,b,b,a,b,b,,b,b,b,b,,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,a,a,b,b,b,b,a,a,a,a
AE8,c,c,c,a,a,,a,a,a,a,a,a,,a,a,c,a,c,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,c,,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
AE9,c,c,c,c,c,,c,b,c,c,c,c,,c,c,d,c,c,c,c,c,,c,,c,c,c,,c,c,a,c,c,b,c,c,c,d,,c,c,c,c,,,c,c,c,c,c,c,c,d,c,c,c,c,c,d,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c
AE10,b,a,a,,b,,c,a,b,d,c,b,,a,b,b,a,c,a,b,b,,b,,a,b,b,b,b,,b,b,b,b,b,b,a,a,,b,b,b,b,,b,b,b,b,b,c,b,b,c,b,b,b,c,b,b,b,b,c,b,b,b,b,b,a,b,a,b,c,b,b,b,a,a,b,b,b
RO1,b,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,a,a,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
RO2,b,b,b,b,b,,b,a,b,a,b,b,b,b,b,b,b,a,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,a,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
RO3,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,b,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,b,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
RO4,b,b,b,b,b,,b,a,b,a,b,b,b,b,b,a,a,a,b,a,b,,a,,b,b,b,a,b,a,a,a,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,a,b,c,b,b,b,b,a,b,b,b,b,b,b,b,b,b,a,b,a,b,b,b,a,b,a
RO5,b,b,b,a,a,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b
RO6,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,c,a,b,a,a,a,a,b,b,,a,a,a,a,,b,b,a,a,a,b,b,a,b,b,a,b,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a
RO7,b,b,d,d,d,,d,d,d,d,b,b,,b,b,a,b,b,a,d,b,,d,,d,b,b,d,d,b,a,d,b,b,b,d,d,d,,b,b,b,b,,b,d,d,d,b,b,c,b,b,b,d,b,b,b,b,d,b,b,b,d,b,b,d,b,b,b,a,b,d,d,,b,b,d,b,b
RE1,a,b,b,b,b,,b,a,a,,b,b,,b,b,b,b,c,a,b,b,,b,,b,b,b,b,b,b,b,d,b,b,b,b,a,a,,b,a,b,b,,b,a,a,b,b,a,b,c,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b
RE2,b,a,b,a,a,,a,c,a,a,a,a,a,a,a,a,b,c,a,b,a,,b,,a,a,a,a,b,b,c,a,b,a,b,a,b,a,,a,a,a,a,,a,a,a,a,b,a,b,a,c,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,c,a,b,a,a,a,a,a,a,a,a,a
RE3,b,a,b,b,b,,,b,a,a,a,a,b,b,a,a,b,a,a,b,b,,b,,a,a,a,a,a,a,,b,a,a,a,b,b,a,,b,a,b,b,,b,a,b,a,a,b,b,a,b,a,b,a,a,a,b,a,b,c,a,a,a,a,a,b,a,a,a,a,c,a,a,a,a,a,b,b
RE4,a,a,a,a,a,,c,a,a,c,a,a,a,a,a,c,a,a,b,a,a,,a,,a,a,a,a,a,c,b,a,a,a,a,a,a,a,,a,b,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,c,a,a,a,b,a
RE5,b,b,b,a,a,,b,b,b,a,b,b,b,b,b,b,a,a,b,b,b,,b,,b,b,b,b,b,b,a,b,b,b,b,b,a,b,,b,b,b,b,,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
LO1,b,b,b,b,b,,b,a,b,b,b,b,,b,b,b,b,a,b,b,b,,b,,b,b,b,b,b,a,a,b,b,b,b,b,b,b,,b,b,b,a,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b
LO2,b,b,b,b,b,,a,a,b,b,b,b,,b,b,b,b,b,b,b,b,,b,,b,b,b,b,a,a,a,b,b,b,b,b,a,b,,b,b,b,b,,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
LO3,c,a,a,c,a,,c,a,c,c,a,c,c,a,a,c,a,c,c,c,a,,c,,c,a,a,c,c,b,b,c,a,a,c,c,a,c,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,c,a,c,a,a,c,a,c,a,a,a,a,a,a,a,a,c,c,a,a,a,a,a,c,a,a
LO4,c,b,b,b,b,,b,b,b,b,c,b,c,b,b,a,b,c,b,c,b,,b,,b,c,b,b,c,b,b,b,b,b,c,b,b,c,,b,c,b,b,,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,c,b,c,b,b,b,b,b,b,b,b,b,c,b,c,b,b,b,b,b,c
LO5,a,a,a,a,a,,a,a,a,a,a,a,,a,a,a,c,a,d,a,a,,a,,a,a,a,a,a,d,c,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,c,a,a,b,a,a,a,a,a,a,a,a,a
LO6,b,b,b,b,,,d,e,d,d,b,b,,b,d,d,d,d,a,e,b,,b,,b,b,b,b,d,e,b,d,b,b,b,b,b,e,,b,d,b,b,,b,d,d,d,d,d,d,d,d,b,d,d,b,b,b,d,b,d,d,d,b,b,d,b,d,b,a,b,b,d,b,b,d,d,b,b
LE1,a,a,a,a,a,,a,b,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,b,a,a,a,a,a,b,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a
LE2,b,b,b,b,b,,b,a,b,b,b,b,b,b,b,b,a,b,b,b,b,,b,,b,b,b,b,b,b,b,b,b,b,b,b,b,b,,b,b,b,b,,b,b,b,b,b,b,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
LE3,a,c,c,a,c,,a,a,a,a,a,c,,c,c,c,c,a,a,a,c,,a,,c,b,a,a,c,a,c,c,c,c,a,c,a,a,,c,c,a,c,,c,c,a,c,c,a,b,c,c,a,a,a,c,a,a,c,c,c,b,c,c,c,c,c,c,c,c,c,a,c,a,c,a,c,c,c
LE4,a,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
LE5,b,b,b,b,b,,b,b,b,b,b,b,b,b,b,b,a,b,b,b,b,,b,,b,b,b,b,b,b,b,b,b,b,a,b,b,b,,b,b,b,b,,b,b,b,b,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
ASO1,a,a,a,a,a,,a,a,a,a,b,a,a,a,a,a,a,a,a,a,a,,a,,a,a,a,,a,a,a,a,a,a,a,a,a,a,,a,a,a,a,,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,b,a,a,a,a,a,a
